Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Cohorts 1-3 (Pembrolizumab and cART),"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",14.5,11.5,21.3,34.0,3.9,2.8,4.8,34.0,14.7,2024-08-09,2016-04-04,2024-03-25
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Total,"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",,,,,,,,,,2024-08-09,2016-04-04,2024-03-25
NCT02575339,"Hepatocellular Carcinoma; Liver Cancer; HCC; Carcinoma, Hepatocellular; Liver Neoplasms","Phase I, Level 1: 15 mg of MLN0128","MLN0128, MLN0128 (RP2D), Sorafenib",5.78,2.74,15.68,7.0,1.81,1.27,3.99,7.0,0.0,2022-07-26,2016-07-18,2020-11-24
NCT02575339,"Hepatocellular Carcinoma; Liver Cancer; HCC; Carcinoma, Hepatocellular; Liver Neoplasms","Phase I, Level 2: 20mg of MLN0128","MLN0128, MLN0128 (RP2D), Sorafenib",10.58,6.48,12.78,4.0,2.83,1.42,5.52,4.0,0.0,2022-07-26,2016-07-18,2020-11-24
NCT03519997,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Pembro + Bavi,"Pembrolizumab, Bavituximab",,,,,,,,,9.0,2026-02-11,2018-04-26,2026-04-01
NCT00143403,Colorectal Neoplasms; Liver Neoplasms; Colorectal Neoplasms; Liver Neoplasms,5-FU/FA,"Irinotecan + 5 FU + folinic acid, Folinic Acid + 5 FU",0.961,,,153.0,,,,,,2010-09-28,2001-12,2009-09
NCT00143403,Colorectal Neoplasms; Liver Neoplasms; Colorectal Neoplasms; Liver Neoplasms,Irinotecan + 5-FU/FA,"Irinotecan + 5 FU + folinic acid, Folinic Acid + 5 FU",0.973,,,153.0,,,,,,2010-09-28,2001-12,2009-09
NCT01642186,Fibrolamellar Carcinoma; Fibrolamellar Liver Cancer; Fibrolamellar hepatocellular carcinoma,Arm A Everolimus,"everolimus, letrozole plus leuprolide, combination of everolimus, letrozole and leuprolide",12.5,2.7,41.9,9.0,0.0,,,9.0,,2022-12-29,2012-07-12,2021-07-16
NCT01642186,Fibrolamellar Carcinoma; Fibrolamellar Liver Cancer; Fibrolamellar hepatocellular carcinoma,Arm B Letrozole Plus Leuprolide,"everolimus, letrozole plus leuprolide, combination of everolimus, letrozole and leuprolide",14.0,3.2,22.4,9.0,0.0,,,9.0,,2022-12-29,2012-07-12,2021-07-16
NCT01642186,Fibrolamellar Carcinoma; Fibrolamellar Liver Cancer; Fibrolamellar hepatocellular carcinoma,"Arm C Combination Everolimus, Letrozole and Leuprolide","everolimus, letrozole plus leuprolide, combination of everolimus, letrozole and leuprolide",10.6,2.3,20.9,10.0,0.0,,,10.0,,2022-12-29,2012-07-12,2021-07-16
NCT01043523,"Liver Neoplasms; Adenoma; Carcinoma; Liver Abscess; Liver Neoplasms; Adenoma; Carcinoma; Liver Abscess; Carcinoma, Hepatocellular","Gadoxetic Acid Disodium (Eovist, BAY86-4873)","Gadoxetic Acid Disodium (Eovist, BAY86-4873)",,,,,,,,,,2016-11-28,2009-12,2013-04
NCT03434379,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Atezolizumab + Bevacizumab - Global,"Atezolizumab, Bevacizumab, Sorafenib",,,,336.0,,,,,27.3,2023-10-23,2018-03-15,2022-11-17
NCT03434379,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sorafenib - Global,"Atezolizumab, Bevacizumab, Sorafenib",13.24,10.41,,165.0,,,,,11.9,2023-10-23,2018-03-15,2022-11-17
NCT04891874,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",SBRT Group,Stereotactic radiotherapy,29.0,,,38.0,,,,,,2021-09-10,2015-08-01,2020-12-31
NCT04891874,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Surgery Alone Group,Stereotactic radiotherapy,20.0,,,38.0,,,,,,2021-09-10,2015-08-01,2020-12-31
NCT01880554,Liver Metastases From Colorectal Primary Cancer,Contrast-enhanced Intraoperative Ultrasound,Contrast-enhanced intraoperative ultrasound,,,,,,,,,,2025-09-03,2011-06,2017-06
NCT04258566,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Optical Plus Fusion for Liver Biopsy,"Optical Molecular Imaging (OMI), Indocyanine Green (ICG), Electromagnetic Tracking",,,,,,,,,,2026-02-02,2022-01-27,2025-01-29
NCT01164202,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Placebo,"sunitinib malate, Placebo, transarterial chemoembolization",20.5,15.1,30.6,38.0,,,,,,2022-03-18,2010-07,2017-07
NCT01164202,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Sunitinib,"sunitinib malate, Placebo, transarterial chemoembolization",25.0,13.5,36.8,39.0,,,,,,2022-03-18,2010-07,2017-07
NCT02095678,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Dynamic Contrast Enhanced MRI,"liver biopsy, free-breathing MRI",,,,,,,,,,2022-06-30,2013-12-01,2019-12-03
NCT02095678,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Free-Breathing Quantification of Relaxation Parameters,"liver biopsy, free-breathing MRI",,,,,,,,,,2022-06-30,2013-12-01,2019-12-03
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Clinician Control,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Clinician Intervention,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Family Member Control,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Family Member Intervention,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",IP Team Control,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",IP Team Intervention,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Interviewees,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Patient Control,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Patient Intervention,Communication Feedback Form for Patients with Serious Illness,,,,,,,,,,2019-03-20,2013-09,2016-12
NCT01839877,Colorectal Cancer With Non Resectable Hepatic Metastasis; Colorectal Neoplasms,HIA DEBIRI + Systemic FOLFOX,HIA DEBIRI + systemic FOLFOX,37.4,25.7,45.8,57.0,30.0,,,56.0,,2024-10-08,2013-05,2019-01
NCT00881751,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I,"bevacizumab, erlotinib hydrochloride, sorafenib tosylate",8.55,7.0,13.9,47.0,,,,,,2017-09-11,2009-03,2017-02
NCT00881751,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II,"bevacizumab, erlotinib hydrochloride, sorafenib tosylate",8.55,5.69,12.2,43.0,,,,,,2017-09-11,2009-03,2017-02
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 100 mg,Enasidenib,,,,,,,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 200 mg,Enasidenib,,,,,,,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 400 mg,Enasidenib,,,,,,,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 650 mg,Enasidenib,,,,,,,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT00543777,Liver Cancer; Liver Neoplasms; Liver Diseases; Fatty Liver; Liver Cirrhosis,MRE + 2PD MRI,"Magnetic Resonance Elastogram, 2-Point Dixon Magnetic Resonance Imaging",,,,,,,,,,2021-04-13,2007-09,2020-01-13
NCT01730937,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",SBRT Followed by Sorafenib,"Sorafenib, stereotactic body radiation therapy",15.85,11.42,19.15,85.0,9.22,7.53,11.89,85.0,,2026-01-28,2013-04,2025-09-04
NCT01730937,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Sorafenib Alone,"Sorafenib, stereotactic body radiation therapy",12.3,10.62,14.3,92.0,5.49,3.42,6.28,92.0,,2026-01-28,2013-04,2025-09-04
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 15 mg,CC-223,,,,,,,,,0.0,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 30 mg,CC-223,,,,,,,,,11.1,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 45 mg,CC-223,,,,,,,,,0.0,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 60 mg,CC-223,,,,,,,,,0.0,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 7.5 mg,CC-223,,,,,,,,,0.0,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Diffuse Large B-cell Lymphoma (DLBCL),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Glioblastoma Multiforme (GBM),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Hepatocellular Carcinoma (HCC),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Hormone Receptor Positive Breast Cancer (HRPBC),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Multiple Myeloma (MM),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Neuroendocrine Tumor (NET),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Non-small Cell Lung Cancer (NSCLC),CC-223,,,,,,,,,,2022-12-13,2010-07-20,2016-12-09
NCT05361668,"Carcinoid Syndrome; Carcinoid; Carcinoid Tumor; Carcinoid Tumor of Ileum; Carcinoid Tumor of Cecum; Carcinoid Syndrome Diarrhea; Carcinoid Intestine Tumor; Carcinoid Tumor of Liver; Carcinoid Tumor of Pancreas; Serotonin Syndrome; Carcinoid Tumor; Carcinoid Tumors, Intestinal; Neuroendocrine Tumors",40 mg Paltusotine,"Randomized: 40 mg Paltusotine, Randomized: 80 mg Paltusotine",,,,,,,,,,2026-03-19,2022-04-22,2026-02-24
NCT05361668,"Carcinoid Syndrome; Carcinoid; Carcinoid Tumor; Carcinoid Tumor of Ileum; Carcinoid Tumor of Cecum; Carcinoid Syndrome Diarrhea; Carcinoid Intestine Tumor; Carcinoid Tumor of Liver; Carcinoid Tumor of Pancreas; Serotonin Syndrome; Carcinoid Tumor; Carcinoid Tumors, Intestinal; Neuroendocrine Tumors",80 mg Paltusotine,"Randomized: 40 mg Paltusotine, Randomized: 80 mg Paltusotine",,,,,,,,,,2026-03-19,2022-04-22,2026-02-24
NCT03586050,"Carcinoma, Hepatocellular; Hepatocellular Carcinoma; Hepatocellular Cancer; Cancer, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Microwave Ablation,Microwave ablation,90.0,,,30.0,,,,,,2024-07-24,2017-12-11,2023-05-11
NCT03713593,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Lenvatinib + Pembrolizumab,"lenvatinib, pembrolizumab, saline placebo",21.2,19.0,23.6,395.0,8.2,6.3,8.3,395.0,26.1,2026-02-05,2018-12-31,2024-09-24
NCT03713593,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Lenvatinib + Placebo,"lenvatinib, pembrolizumab, saline placebo",19.0,17.2,21.7,399.0,8.1,6.3,8.3,399.0,17.5,2026-02-05,2018-12-31,2024-09-24
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 1 - Recurrent or Refractory Hepatoblastoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 2 - Recurrent or Refractory Synovial Sarcoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 3 - Recurrent or Refractory Rhabdomyosarcoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 8 - Recurrent Osteosarcoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30,2009-01,2013-10
